Order Number,Ship From,Ship To,Commodity,Order Value,Weight (KG),Volume,Shipper Name,Shipper Address,Shipper Country,Consignee Country,Order Date,Required Delivery Date,Journey Type,Tax Percentage
968,Wuxi Railway Station,Shanghai Port,Furniture,89443,4867,81,YCH,8 Bulim Ave,Malaysia,Malaysia,17-Aug-26,27-Aug-26,Domestic,0.04403002207357645
969,Shanghai Airport,Wuxi Warehouse,Furniture,41483,699,99,YCH,8 Bulim Ave,China,Malaysia,18-Aug-26,28-Aug-26,International,0.14881477540159996
970,Wuxi Port,Malaysia Railway Station,Textiles,72547,1296,44,YCH,8 Bulim Ave,Singapore,Malaysia,19-Aug-26,29-Aug-26,International,0.09002688077999972
971,Singapore Warehouse,Wuxi Railway Station,Pharmaceuticals,20402,548,13,YCH,8 Bulim Ave,Malaysia,China,20-Aug-26,30-Aug-26,Domestic,0.14324974119314166
972,Shanghai Railway Station,Shanghai Railway Station,Electronics,60892,3714,1,YCH,8 Bulim Ave,Singapore,China,21-Aug-26,31-Aug-26,Domestic,0.06859798222847055
973,Wuxi Railway Station,Wuxi Warehouse,Electronics,81288,157,17,YCH,8 Bulim Ave,Singapore,Singapore,22-Aug-26,01-Sep-26,International,0.06506347103544974
974,Singapore Airport,Malaysia Port,Pharmaceuticals,55719,3210,8,YCH,8 Bulim Ave,Singapore,Malaysia,23-Aug-26,02-Sep-26,International,0.01475401775118703
975,Wuxi Railway Station,Singapore Port,Electronics,10761,569,36,YCH,8 Bulim Ave,Malaysia,Singapore,24-Aug-26,03-Sep-26,International,0.11034899127730655
976,Shanghai Port,Singapore Warehouse,Electronics,80645,2618,42,YCH,8 Bulim Ave,Singapore,China,25-Aug-26,04-Sep-26,Domestic,0.10636101289416665
977,Malaysia Railway Station,Shanghai Port,Pharmaceuticals,6667,279,58,YCH,8 Bulim Ave,Malaysia,China,26-Aug-26,05-Sep-26,International,0.12747081263691476
978,Malaysia Railway Station,Singapore Port,Electronics,50070,496,55,YCH,8 Bulim Ave,China,Malaysia,27-Aug-26,06-Sep-26,Domestic,0.032064576306545224
979,Shanghai Airport,Singapore Airport,Furniture,37761,4886,57,YCH,8 Bulim Ave,Malaysia,China,28-Aug-26,07-Sep-26,International,0.10898834190851411
980,Singapore Airport,Shanghai Railway Station,Electronics,56050,3667,2,YCH,8 Bulim Ave,China,China,29-Aug-26,08-Sep-26,Domestic,0.035678031085711145
981,Shanghai Port,Malaysia Port,Textiles,61493,79,34,YCH,8 Bulim Ave,Malaysia,China,30-Aug-26,09-Sep-26,International,0.11119818551360931
982,Malaysia Railway Station,Shanghai Railway Station,Textiles,65569,2744,58,YCH,8 Bulim Ave,China,China,31-Aug-26,10-Sep-26,International,0.06500057296137751
983,Singapore Warehouse,Singapore Railway Station,Electronics,97535,1380,41,YCH,8 Bulim Ave,Malaysia,China,01-Sep-26,11-Sep-26,Domestic,0.14592040854936747
984,Shanghai Port,Singapore Warehouse,Electronics,1327,4034,11,YCH,8 Bulim Ave,Singapore,Singapore,02-Sep-26,12-Sep-26,Domestic,0.11004614996553883
985,Malaysia Railway Station,Wuxi Port,Furniture,87483,3852,47,YCH,8 Bulim Ave,Singapore,Singapore,03-Sep-26,13-Sep-26,International,0.09010314195697366
986,Shanghai Port,Shanghai Port,Textiles,6344,35,78,YCH,8 Bulim Ave,Malaysia,China,04-Sep-26,14-Sep-26,International,0.111861976229728
987,Wuxi Port,Shanghai Airport,Textiles,52090,262,19,YCH,8 Bulim Ave,Singapore,Singapore,05-Sep-26,15-Sep-26,Domestic,0.041754565795481965
988,Wuxi Airport,Malaysia Port,Pharmaceuticals,12019,1929,45,YCH,8 Bulim Ave,Malaysia,China,06-Sep-26,16-Sep-26,International,0.0494077146142675
989,Shanghai Warehouse,Shanghai Railway Station,Pharmaceuticals,97430,4993,37,YCH,8 Bulim Ave,China,Singapore,07-Sep-26,17-Sep-26,Domestic,0.05376711451351026
990,Malaysia Airport,Shanghai Warehouse,Textiles,23382,203,65,YCH,8 Bulim Ave,China,Singapore,08-Sep-26,18-Sep-26,Domestic,0.031224963361236813
991,Singapore Warehouse,Shanghai Port,Electronics,66603,1685,8,YCH,8 Bulim Ave,Singapore,Singapore,09-Sep-26,19-Sep-26,International,0.08303894745404815
992,Malaysia Airport,Singapore Airport,Textiles,65612,2223,97,YCH,8 Bulim Ave,Malaysia,Malaysia,10-Sep-26,20-Sep-26,International,0.095814150113448
993,Singapore Warehouse,Shanghai Railway Station,Electronics,6463,111,63,YCH,8 Bulim Ave,China,China,11-Sep-26,21-Sep-26,Domestic,0.07602784451741962
994,Shanghai Warehouse,Shanghai Railway Station,Electronics,8905,3252,12,YCH,8 Bulim Ave,China,China,12-Sep-26,22-Sep-26,Domestic,0.046140435246168794
995,Shanghai Warehouse,Singapore Warehouse,Pharmaceuticals,25720,4406,32,YCH,8 Bulim Ave,Malaysia,Singapore,13-Sep-26,23-Sep-26,International,0.14097365363831296
996,Singapore Airport,Wuxi Railway Station,Pharmaceuticals,56526,2406,1,YCH,8 Bulim Ave,Singapore,Singapore,14-Sep-26,24-Sep-26,Domestic,0.03174813581294838
997,Wuxi Airport,Shanghai Railway Station,Electronics,50803,4244,36,YCH,8 Bulim Ave,Singapore,Singapore,15-Sep-26,25-Sep-26,Domestic,0.13876644911851993
998,Malaysia Railway Station,Shanghai Port,Textiles,93264,786,68,YCH,8 Bulim Ave,Singapore,China,16-Sep-26,26-Sep-26,Domestic,0.14467907975769675
999,Singapore Port,Wuxi Warehouse,Furniture,16899,4488,63,YCH,8 Bulim Ave,Singapore,Singapore,17-Sep-26,27-Sep-26,Domestic,0.09100581189742415
1000,Singapore Railway Station,Malaysia Airport,Furniture,98581,4570,3,YCH,8 Bulim Ave,Singapore,Singapore,18-Sep-26,28-Sep-26,International,0.060754440846541066
1001,Shanghai Railway Station,Shanghai Port,Textiles,22333,4135,7,YCH,8 Bulim Ave,Singapore,China,19-Sep-26,29-Sep-26,International,0.010166772202314463
1002,Wuxi Warehouse,Singapore Airport,Pharmaceuticals,79213,841,31,YCH,8 Bulim Ave,Malaysia,Singapore,20-Sep-26,30-Sep-26,Domestic,0.06804441782031126
1003,Singapore Port,Wuxi Railway Station,Textiles,50363,3881,30,YCH,8 Bulim Ave,Malaysia,China,21-Sep-26,01-Oct-26,International,0.05928489189800684
1004,Malaysia Railway Station,Singapore Airport,Electronics,60992,3788,32,YCH,8 Bulim Ave,Singapore,Singapore,22-Sep-26,02-Oct-26,Domestic,0.06425196273305143
1005,Wuxi Port,Shanghai Railway Station,Textiles,36172,4318,42,YCH,8 Bulim Ave,Malaysia,Malaysia,23-Sep-26,03-Oct-26,Domestic,0.14820880255576865
1006,Shanghai Railway Station,Malaysia Port,Pharmaceuticals,14980,2202,66,YCH,8 Bulim Ave,Malaysia,Singapore,24-Sep-26,04-Oct-26,International,0.07169455898215872
1007,Wuxi Airport,Wuxi Railway Station,Electronics,82076,1537,23,YCH,8 Bulim Ave,Malaysia,Singapore,25-Sep-26,05-Oct-26,Domestic,0.1040259858058991
1008,Shanghai Port,Shanghai Airport,Textiles,67052,2389,20,YCH,8 Bulim Ave,China,Singapore,26-Sep-26,06-Oct-26,Domestic,0.06606195306356526
